Date,OpenT-0_M,VolumeT-0_M,ADX_M,ADXR_M,MACD_M,RSI_M,AD_M,ATR_M,HT_DC_M,High/Open_M,Low/Open_M,Close/Open_M,OpenT-0,VolumeT-0,VolumeT-1,VolumeT-2,MA5,ADX,MACD,RSI,AD,HT_DC,High/Open,Low/Open,Close/Open,Predict-Y
2000-02-29,1348.050049,1204300000.0,32.716777212224194,31.229584576739043,-20.930735150712508,43.35268698998976,1120862135.7144032,27.933208305757145,25.39439622121404,1.0160082750755495,1.0,1.0136270867788826,4.055804,92240400.0,0.6859171503844348,0.5204120848567947,89798240.0,8.893778344127108,0.09272992055469054,54.14237425194999,-591640952.4051011,21.434175631209126,1.03247099711919,0.9911941010956149,1.0093559747956262,4.654018
2000-03-01,1366.420044,1274100000.0,31.93116816576597,30.527688096154886,-18.4339224908947,46.891533568444274,1756410612.0186136,27.15511606963164,26.640897935873415,1.0124704823197106,1.0,1.009345513523512,4.234375,269250800.0,0.7708056860008335,0.6858116550944903,119993440.0,10.20060092781495,0.13449620196166379,66.09201900122389,-391874229.82445586,22.469110642193478,1.113864029520295,0.999472885608856,1.099103881918819,4.357143
2000-03-02,1379.189941,1198600000.0,31.0220357243984,30.20543631400406,-16.062637295984587,47.601025208466865,2245163693.727084,26.373327993229374,27.78797489044733,1.0053438020253078,0.9935904658689791,1.0018634626918295,4.535714,77814800.0,2.249990758932889,0.7706871347016132,116734800.0,11.414079041239376,0.14200401557725062,57.53644854259852,-441514643.5085688,23.169348981288437,1.0073818587327155,0.9502953669477396,0.9606300132680323,4.571429
2000-03-03,1381.76001,1150300000.0,28.91243931432046,29.273501516174264,-11.835187353579386,54.57148653378789,3260369704.9884167,26.56951849371299,28.190378914020577,1.0210745677898148,1.0,1.0198370439161863,4.459821,80841600.0,0.6502583498664106,2.2496447063121705,120445920.0,12.393048014971695,0.16336196623815447,61.418683781922134,-365273132.3762995,23.170201048647982,1.0269013038864117,0.9609609892414964,1.0250252196220433,4.488839
2000-03-06,1409.170044,1029000000.0,26.953528362105224,28.056171074612493,-9.81533247159723,49.905210385165105,2769137014.299065,26.45669502987635,27.851241236453834,1.0004044550921494,0.9826706194160341,0.9873045733010203,4.5,52640000.0,0.6755517641446155,0.650158338964045,114557520.0,13.420824972257241,0.17164535246834234,59.173204890509425,-400366823.02461225,22.666087276520685,1.0248015555555556,0.9920635555555557,0.9975197777777777,4.388393
2000-03-07,1391.280029,1314100000.0,26.525378705210994,27.621212349672238,-10.965644521649892,42.16560647642217,1755662529.5192988,28.082643313456607,27.07321621112723,1.0056997382516155,0.9703222657269955,0.9743689025525428,4.515625,68252800.0,0.43988546570790976,0.6754478630696955,109760000.0,13.522057987154076,0.16816632626728367,56.4691851570478,-430776414.45138407,21.85695557931625,1.0079089826989618,0.9579832249134947,0.9718240553633217,4.357143
2000-03-08,1355.619995,1203000000.0,26.24196726390903,27.372730266936983,-10.85805041247022,45.01877998612163,2330811071.936093,28.017457648209703,26.40158617960549,1.0134034936538392,0.9933609713391695,1.0081733494938603,4.388393,67807600.0,0.5703536229838302,0.4398178105330519,69471360.0,13.100332743249473,0.1610312906252318,55.617656035510244,-411853133.27783066,21.11309070937608,1.008646901040996,0.9649033256593018,0.9928789422460568,4.366071
2000-03-09,1366.699951,1123000000.0,24.636423077584134,26.988982114884205,-7.858790293739958,52.91804915874615,3447165837.023284,29.154777887623304,26.19336127347715,1.0256969314839757,0.9935465381457381,1.0256018081908895,4.316964,69179600.0,0.5666333150557686,0.5702659015720039,67744320.0,12.888929935310353,0.1543182536905734,55.82261965728348,-399042372.5789525,21.26159429363959,1.0341262980187005,0.978283349131473,1.0113753554581415,4.491071
2000-03-10,1401.689941,1138800000.0,23.083452440514087,26.76218834890713,-5.947474527854638,51.41302246504269,2627804603.195258,28.600151967078776,25.980551700270134,1.0083970210926982,0.9931368595017976,0.9952771331188428,4.345982,62151600.0,0.5780984149598578,0.566546165833985,64006320.0,13.175245907965433,0.15727164921252967,58.69851287052583,-376085610.87460935,22.0726740469319,1.0513610042563453,0.9943504137845025,1.033384629756865,4.332589
2000-03-13,1395.069946,1016100000.0,22.250755331638118,26.50752797512841,-5.295613827769557,48.82644136400538,2749252120.154178,28.95371604085886,25.35567651790475,1.0023798584504808,0.9783308499429174,0.991792561345881,4.361607,75989200.0,0.5193690256552379,0.5780095023851124,68676160.0,13.109556471838347,0.14515085482987367,53.90700086478915,-412723347.71940976,22.09948869420499,1.0358239520433639,0.9785056287739817,0.9933469475814761,4.080357
